analysis,brier,calibration_intercept,calibration_slope,ece
temporal_unweighted,0.11418077245298676,0.0969853007095615,1.1405778139700833,0.01686116528291659
temporal_survey_weighted,0.09676492722300052,,,0.014833205177868602
